track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Smells Like Teen Spirit,Nirvana,74,Nevermind (Remastered),1991-09-26,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
For Elise,Saint Motel,60,saintmotelevision,2016-10-21,0.492,0.504,10,-6.322,1,0.0473,0.238,0.0,0.153,0.262,152.855,203333
Chamber Of Reflection,Mac DeMarco,73,Salad Days,2014-04-01,0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,231724
Someday,The Strokes,64,Is This It,2001-07-30,0.538,0.52,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.678,106.031,183440
Trojans,Atlas Genius,60,When It Was Now,2013-02-18,0.721,0.822,7,-4.843,1,0.0391,0.0113,7.01e-05,0.0898,0.536,140.002,217387
Help Our Souls (Urban Contact Radio Edit),NIHILS,51,Help Our Souls (Urban Contact Radio Edit),2015-04-10,0.693,0.876,7,-4.646,1,0.226,0.0562,0.0,0.109,0.598,120.071,198488
Last Nite,The Strokes,65,Is This It,2001-07-30,0.624,0.899,0,-5.71,1,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373
Woods,Mac Miller,72,Circles,2020-01-17,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387
In My Mind,The Amazons,7,Introducing… The Amazons,2020-01-17,0.326,0.918,0,-4.207,0,0.0677,0.000102,0.00397,0.0719,0.546,155.046,230625
Mary Don't Mind,VANT,26,Conceived in the Sky,2020-01-10,0.536,0.98,11,-5.761,0,0.0485,4.23e-05,0.304,0.294,0.483,145.008,233177
Westside,FMLYBND,32,Fmlybnd,2020-01-01,0.626,0.621,2,-8.665,1,0.0443,0.0263,2.64e-05,0.204,0.708,150.089,197354
Break My Baby,KALEO,63,I Want More / Break My Baby,2020-01-15,0.529,0.748,10,-3.922,0,0.0361,0.109,0.00123,0.156,0.408,74.02,265558
Everything Else Has Gone Wrong,Bombay Bicycle Club,45,Racing Stripes,2019-12-19,0.648,0.701,4,-7.775,1,0.0254,0.0287,0.00582,0.161,0.66,114.002,249760
Move to San Francisco,Circa Waves,55,Move to San Francisco,2020-01-08,0.7,0.701,9,-5.223,1,0.0342,0.185,0.0,0.0996,0.681,136.008,181492
Fake News,The Luka State,16,Fake News,2020-01-17,0.369,0.967,10,-8.032,0,0.0974,3.95e-05,0.0,0.664,0.218,163.053,193842
Better Man,Courteeners,15,Better Man,2019-12-20,0.541,0.873,11,-5.908,1,0.0294,0.0102,2.17e-06,0.331,0.739,138.096,212533
Plastic Dream,The Lizards,15,Plastic Dream,2019-12-20,0.444,0.813,7,-4.993,1,0.0421,1.55e-05,8.77e-05,0.68,0.538,110.039,198538
Hungry For The Holy Cow,Sleep Patterns,11,Hungry For The Holy Cow,2019-11-30,0.41,0.917,4,-7.973,0,0.085,0.0227,7.55e-06,0.125,0.25,82.005,231220
The Path to Awareness,Stefano Casavecchia,12,The Path to Awareness,2019-07-21,0.516,0.938,9,-6.113,0,0.0389,0.000162,0.856,0.281,0.721,119.933,270000
Alive,Daughtry,60,Alive,2019-12-18,0.51,0.774,1,-5.485,0,0.0387,0.0324,0.0,0.053,0.334,100.286,262907
Grim,The Blue Stones,56,Grim,2019-12-13,0.469,0.919,11,-5.637,0,0.172,0.000606,0.00514,0.367,0.336,167.871,302944
Devil's Basement,Shanghai Treason,6,Devil's Basement,2019-11-22,0.541,0.93,7,-4.739,1,0.0541,0.00105,0.00128,0.281,0.616,111.102,184090
Dance with You,Hoofa,7,Dance with You,2019-11-27,0.416,0.801,0,-4.453,1,0.0487,0.352,0.0,0.153,0.702,167.942,176951
Good Man,The Federal Empire,44,Good Man,2019-12-06,0.485,0.795,1,-7.532,0,0.0414,0.0113,4.22e-05,0.406,0.456,82.977,206000
Feed Off Sin,Public Theatre,29,Feed Off Sin,2019-12-20,0.547,0.949,11,-3.834,0,0.05,0.00266,0.569,0.115,0.462,94.989,193538
Your Dreams,Jon Magnusson,13,Psalms For Sinners,2017-04-14,0.459,0.751,1,-7.503,0,0.118,0.603,0.0,0.291,0.487,172.112,217550
Did My Best,The Voidz,60,Did My Best,2019-12-13,0.533,0.794,1,-4.687,0,0.0371,0.154,0.888,0.106,0.623,120.209,296939
Come To Me,ÄTNA,53,Come To Me,2019-12-06,0.242,0.774,5,-5.156,1,0.0421,5.62e-05,5.76e-05,0.0821,0.197,186.045,170400
Loose Lips Sink Ships,The Band Royale,30,The Band Royale,2020-01-01,0.302,0.979,8,-5.279,1,0.127,0.000223,0.326,0.104,0.194,159.968,246844
The Dark,John Clark,7,The Dark,2019-12-13,0.301,0.652,2,-9.927,0,0.0374,0.00499,0.822,0.295,0.0923,99.955,263173
Retrograde,HUDSUN,30,Retrograde,2019-11-01,0.6,0.384,7,-6.344,0,0.036,0.00352,8.12e-05,0.0861,0.362,137.955,212600
Outta My Mind,Des Rocs,39,Martyr Parade,2019-11-22,0.586,0.841,9,-4.095,1,0.0735,0.0148,0.0,0.522,0.55,102.115,165566
Prescriptive Poison,Miss Kill,15,Prescriptive Poison,2019-12-20,0.182,0.94,0,-5.188,1,0.0778,0.000294,0.0612,0.576,0.401,146.865,202735
Sideshow,Evan Petruzzi,26,Sideshow,2018-12-18,0.742,0.546,10,-5.229,1,0.0435,0.0363,3.77e-05,0.113,0.692,126.969,273800
Another,Naipia,16,Another,2019-11-29,0.563,0.517,1,-8.041,0,0.0509,0.00795,0.0,0.113,0.475,131.857,219683
Monster,Novustory,24,Monster,2019-10-11,0.24,0.835,0,-6.861,1,0.142,0.0487,0.0,0.045,0.367,153.304,199416
Wenn ich wollte,Madsen,38,Wenn ich wollte,2019-12-06,0.399,0.887,7,-4.313,1,0.061,0.000305,0.000745,0.0782,0.409,165.877,200725
Changes,High Tropics,32,Changes,2019-11-15,0.56,0.828,8,-6.032,1,0.0271,0.000823,0.00146,0.249,0.584,95.011,231317
Down,The Man Who,39,Bet on You,2019-11-22,0.383,0.855,7,-4.559,0,0.0439,8.68e-05,0.00115,0.152,0.362,173.782,216084
Deserter,Crystal Tides,18,Deserter,2019-11-22,0.546,0.665,8,-6.177,1,0.039,0.236,0.0,0.028,0.666,132.976,190000
Airport,Yammerer,19,Airport,2019-11-22,0.486,0.963,7,-2.418,0,0.0784,0.00126,0.0,0.164,0.591,102.248,236720
Get Back,Secondhand Habit,9,Get Back,2019-10-11,0.534,0.896,6,-4.96,1,0.0368,0.000352,1.45e-06,0.0758,0.64,144.932,199862
Paint California,NoMBe,53,Paint California,2019-12-04,0.699,0.538,2,-7.974,1,0.0365,0.00682,0.00376,0.199,0.466,135.058,207133
World Record Dive,Lucas Coe,8,World Record Dive,2019-07-07,0.506,0.467,4,-10.847,1,0.0284,0.00829,0.00714,0.111,0.372,112.036,213420
None of the Above,TRASH HEADS,4,None of the Above,2019-11-15,0.465,0.947,8,-3.731,1,0.0462,0.000291,1.25e-05,0.0963,0.69,156.016,169656
original me (feat. dan reynolds of imagine dragons),YUNGBLUD,71,original me (feat. dan reynolds of imagine dragons),2019-10-09,0.471,0.786,1,-5.24,1,0.192,0.00888,1.89e-06,0.187,0.61,160.01,205320
Ostracised,KOYO,17,Ostracised,2019-11-29,0.489,0.926,6,-5.361,0,0.126,0.0114,0.0255,0.317,0.29,127.036,227627
"Fire, Ready, Aim",Green Day,62,Father of All...,2019-10-09,0.448,0.925,11,-3.839,1,0.045,3.22e-05,0.0,0.392,0.917,156.053,112940
Whyamisosadallthetime,Molars,8,Whyamisosadallthetime,2019-11-01,0.569,0.892,11,-5.887,1,0.0534,0.00168,0.00098,0.175,0.366,88.952,173000
Meet the Sky,Third Lung,11,Meet the Sky,2019-10-18,0.228,0.568,4,-6.952,1,0.0355,0.187,2.35e-05,0.43,0.168,176.165,270247
"Bigger Life - Live @ Königsplatz München, 15.09.19",Michael Patrick Kelly,22,"Bigger Life (Live @ Königsplatz München, 15.09.19)",2019-11-22,0.59,0.639,0,-10.245,1,0.0306,0.0686,0.00164,0.816,0.385,105.985,296747
Placebo,Chasing Deer,11,Placebo,2018-08-31,0.454,0.721,5,-8.676,1,0.0382,0.000495,0.0,0.334,0.727,161.975,186567
Island,Kensington,54,Time,2019-11-15,0.623,0.668,0,-7.551,1,0.0324,0.135,0.225,0.106,0.14,139.989,276760
Regress,InAir,3,Dreamful,2019-09-13,0.419,0.861,1,-4.12,0,0.0456,0.00945,0.0,0.0682,0.374,77.459,236129
Turn the Wheel,Agat,2,Turn the Wheel,2019-11-22,0.8,0.734,4,-4.655,0,0.0706,0.131,0.00998,0.0987,0.496,122.021,199200
Nothing Breaks Like a Heart,Frank Carter & The Rattlesnakes,45,Nothing Breaks Like a Heart,2019-11-15,0.541,0.771,7,-4.31,0,0.055,0.0213,0.0,0.261,0.325,118.008,210373
Fall Apart,Sydney,3,Fall Apart,2019-10-25,0.447,0.492,1,-11.09,0,0.0296,0.369,5.94e-05,0.112,0.257,99.979,226057
Playground,My Ugly Clementine,44,Playground,2019-11-15,0.736,0.418,2,-7.703,1,0.0272,0.00536,0.0,0.229,0.485,95.02,184634
The End of the Game,Weezer,62,The End of the Game,2019-09-10,0.574,0.865,8,-4.028,1,0.041,0.00121,2.92e-06,0.108,0.669,119.068,181707
Robbery,Lime Cordiale,64,Robbery,2019-09-20,0.687,0.708,3,-8.133,0,0.0891,0.421,0.242,0.213,0.89,152.937,223234
CAN YOU HEAR ME NOW?,Bishop Briggs,52,CHAMPION,2019-11-08,0.718,0.581,7,-6.285,1,0.103,0.00455,5.16e-05,0.0726,0.406,100.987,179440
idc,ren,51,idc,2019-11-13,0.751,0.48,9,-5.557,1,0.035,0.208,1.4e-06,0.0895,0.601,94.997,153813
The Best,AWOLNATION,65,The Best,2019-11-05,0.639,0.86,2,-5.074,0,0.0308,0.115,0.176,0.0983,0.0532,110.997,223320
Hang on to Yourself,Palaye Royale,55,Hang on to Yourself,2019-10-18,0.516,0.84,10,-3.613,1,0.0512,0.000147,3.51e-05,0.361,0.576,109.952,156623
Dirt in my Eyes,Cold War Kids,52,New Age Norms 1,2019-11-01,0.751,0.742,8,-5.015,0,0.0251,0.0189,0.000401,0.157,0.815,102.036,220400
Rush,The Score,57,Stay,2019-08-09,0.7,0.703,7,-4.794,0,0.0308,0.0104,0.0,0.0981,0.338,90.018,176444
Hollow,Barns Courtney,52,Hollow,2019-08-09,0.522,0.821,0,-4.405,1,0.0358,0.00612,0.0,0.141,0.277,110.046,209960
Desensitize,DREAMERS,59,Desensitize,2019-11-08,0.521,0.989,11,-2.386,0,0.123,0.0066,2.1e-06,0.207,0.361,101.02,168726
Like Before You Were Born,DIIV,49,Deceiver,2019-10-04,0.474,0.802,3,-7.161,0,0.0453,7.35e-05,0.749,0.0724,0.248,108.388,184907
All The Way (Stay),Jimmy Eat World,48,All The Way (Stay),2019-09-23,0.576,0.931,7,-2.491,1,0.0563,0.00085,0.0,0.143,0.735,133.987,245747
Swim For Your Life,The Pale White,56,Swim For Your Life,2019-10-11,0.31,0.806,8,-4.936,0,0.126,0.00739,0.0,0.177,0.432,202.078,262842
Dancing In The Dark,Lucy Dacus,50,Dancing In The Dark,2019-09-12,0.437,0.764,9,-9.056,1,0.0408,0.000794,0.00421,0.202,0.426,76.977,200539
Hurt My Heart,White Lies,47,Hurt My Heart,2019-09-25,0.476,0.963,0,-3.956,0,0.0712,0.00124,1.04e-05,0.0664,0.38,91.996,254918
Novocaine,Twin Atlantic,48,Novocaine,2019-10-17,0.404,0.952,8,-3.41,1,0.048,1.07e-05,1.05e-05,0.0838,0.369,153.965,207920
Die To Live,Volbeat,50,"Rewind, Replay, Rebound (Deluxe)",2019-08-02,0.421,0.968,9,-2.931,1,0.144,0.0158,0.656,0.351,0.355,186.095,182960
Oblivion,Zayde Wølf,44,Oblivion,2019-09-27,0.253,0.49,0,-8.187,0,0.0373,0.0169,0.0337,0.111,0.0549,72.955,278919
Space Cadet,beabadoobee,41,Space Cadet,2019-10-14,0.571,0.874,4,-5.2,1,0.0273,0.00383,0.0282,0.0621,0.742,127.046,264013
Nothing To Lose,DI-RECT,41,Nothing To Lose,2019-10-11,0.621,0.903,0,-3.736,1,0.0516,0.00527,1.22e-05,0.107,0.794,151.561,159860
Black Gold (Edit),Editors,40,Black Gold,2019-09-05,0.406,0.931,2,-5.392,1,0.046,0.0565,3.05e-06,0.456,0.579,180.054,221457
Darkside,blink-182,23,Darkside,2019-07-26,0.497,0.923,4,-3.04,1,0.11,0.00627,0.0,0.082,0.545,155.11,180960
One Last Breath,Creed,68,Weathered,2001-01-01,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240
The Man Who Sold The World - MTV Unplugged,Nirvana,46,Nirvana (International Version),2002-01-01,0.484,0.687,1,-7.746,0,0.0294,0.37,0.000271,0.914,0.411,114.98,230267
Who Can It Be Now?,Men At Work,63,Super Hits,1981,0.81,0.716,4,-7.392,1,0.0402,0.0184,1.96e-05,0.301,0.965,128.528,200293
Glycerine - Remastered,Bush,63,Sixteen Stone (Remastered),1994-12-06,0.421,0.335,5,-11.384,1,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,266493
Secret Smile,Semisonic,57,Feeling Strangely Fine (20th Anniversary Edition),1998-03-24,0.551,0.516,10,-9.587,0,0.027,0.289,0.00015,0.0853,0.547,99.045,279813
Unwell,Matchbox Twenty,62,Exile On Mainstream (International),2007-09-29,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,237267
The Man Who Sold The World,Nirvana,72,MTV Unplugged In New York,1994-01-01,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093
"I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011",Chris Cornell,50,Songbook,2011-01-01,0.283,0.296,9,-4.312,0,0.0288,0.628,0.0,0.887,0.1,95.284,296707
Come As You Are,Nirvana,63,MTV Unplugged In New York,1994-01-01,0.683,0.766,5,-8.733,0,0.041,0.554,0.00346,0.0815,0.568,119.19,253907
Mr. Writer,Stereophonics,51,Just Enough Education To Perform,2001-01-01,0.447,0.775,5,-3.496,0,0.0383,0.0483,0.0,0.103,0.164,133.416,319293
Every Breaking Wave,U2,49,Songs Of Innocence,2014-01-01,0.672,0.441,1,-9.065,0,0.0268,0.00991,6.7e-06,0.109,0.429,115.059,252162
Song For Someone,U2,44,Songs Of Innocence,2014-01-01,0.569,0.471,11,-9.688,1,0.0259,0.166,9.41e-06,0.419,0.409,104.998,226763
Iris (Hold Me Close),U2,44,Songs Of Innocence,2014-01-01,0.513,0.781,4,-9.606,0,0.0348,0.00784,0.0336,0.16,0.102,126.974,319457
Moment Of Surrender,U2,45,No Line On The Horizon,2009-01-01,0.512,0.711,0,-7.21,1,0.0341,0.0285,0.00163,0.0889,0.322,173.954,444307
Miracle Drug,U2,43,How To Dismantle An Atomic Bomb,2004-01-01,0.339,0.652,11,-5.732,0,0.0533,0.00586,0.000184,0.17,0.133,124.939,234013
Grace,U2,37,All That You Can't Leave Behind,2000-01-01,0.371,0.238,0,-16.164,1,0.0299,0.867,0.0241,0.0966,0.329,179.99,332773
Just Can't Get Enough - 2006 Remaster,Depeche Mode,61,Speak & Spell (2006 Remastered Edition),1981-11-02,0.765,0.766,0,-9.374,1,0.0348,0.41,0.0527,0.177,0.923,128.177,222760
Tenderness,General Public,50,All The Rage,2012-01-01,0.564,0.858,0,-11.259,1,0.0378,0.338,0.181,0.317,0.847,89.911,218160
Blister in the Sun - 2002 Remastered Version,Violent Femmes,18,Violent Femmes,1983,0.701,0.261,0,-19.846,1,0.0938,0.219,0.0,0.0821,0.89,97.042,144333
The Village - 2015 Remaster,New Order,45,Power Corruption and Lies,1983-05-02,0.608,0.957,0,-7.095,1,0.0302,0.000884,0.291,0.164,0.96,131.575,277120
(Forever) Live And Die,Orchestral Manoeuvres In The Dark,46,The Pacific Age,1986-09-29,0.605,0.545,0,-13.603,1,0.0297,0.0902,0.244,0.149,0.865,90.179,218133
Let Me Go,T-4-2,9,Intruder,1992-08-01,0.613,0.939,11,-8.48,0,0.0355,0.0413,0.00787,0.235,0.895,112.91,256800
Work for Love,Ministry,36,With Sympathy,1983,0.789,0.602,9,-12.335,0,0.039,0.108,0.00378,0.368,0.948,107.659,283667
The Perfect Kiss - 2015 Remaster,New Order,50,Low-life,1985-05-13,0.629,0.859,0,-6.065,1,0.0325,0.00521,0.252,0.131,0.8,130.405,289373
Everyday Is Halloween,Ministry,35,Very Best of Fixes & Remixes,2011-11-09,0.743,0.759,6,-11.752,1,0.0352,0.000106,0.00253,0.0493,0.74,114.617,384733
Living in Oblivion,Anything Box,0,Peace MMXVIII,2018-01-18,0.664,0.692,5,-5.792,0,0.0399,0.00561,0.00126,0.0462,0.948,123.936,306144
A Little Respect,Erasure,62,The Innocents,1988-05-15,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,213373
The Ghost in You,The Psychedelic Furs,44,All Of This And Nothing,1988-01-01,0.585,0.476,10,-14.432,1,0.0285,0.0943,1.59e-06,0.0904,0.74,123.511,257000
No Limit,Breakwater,31,Breakwater,1978,0.646,0.666,1,-12.691,1,0.0465,0.125,1.54e-05,0.062,0.73,109.175,255827
Turn - 2015 Remaster,New Order,34,Waiting For The Sirens' Call,2005-03-28,0.537,0.859,6,-5.336,1,0.0333,0.000318,0.00441,0.096,0.369,135.971,273600
Your Silent Face - 2015 Remaster,New Order,54,Power Corruption and Lies,1983-05-02,0.642,0.778,0,-10.087,1,0.0313,0.00934,0.633,0.151,0.793,117.654,359587
The Chauffeur - 2001 Remastered Version,Duran Duran,29,Rio (2001 Remaster),1982-05-10,0.682,0.609,2,-9.415,1,0.12,0.199,4.48e-06,0.0702,0.458,82.271,322213
Kiss of Love,Anything Box,24,Peace,1990-03-20,0.606,0.932,8,-6.249,1,0.0334,0.0524,0.000151,0.109,0.626,116.074,292520
When We Lie,Anything Box,23,Peace,1990-03-20,0.681,0.945,11,-6.399,1,0.0322,0.116,0.0,0.131,0.819,127.072,234987
Have In Mind,Cetu Javu,32,Southern Lands,2011-06-03,0.626,0.715,6,-12.76,1,0.0366,0.0553,0.0058,0.344,0.79,120.956,213600
Love My Way,The Psychedelic Furs,0,Call Me by Your Name (Original Motion Picture Soundtrack),2017-11-03,0.674,0.831,0,-7.282,1,0.0367,0.0221,9.9e-05,0.107,0.606,126.075,213173
"Temptation - 7"" Version; 2015 Remaster",New Order,49,Singles (Remastered),2005-12-06,0.775,0.743,0,-8.794,1,0.0306,0.000868,0.0721,0.177,0.649,125.612,324413
I Ran (So Far Away),A Flock Of Seagulls,57,Grand Theft Auto Vice City OST (Greatest Hits),2002-11-26,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,219907
Rock You Like a Hurricane - 2015 - Remaster,Scorpions,9,Love At First Sting,1984,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,253667
Every Breath You Take,The Police,39,Greatest Hits,1992-01-01,0.813,0.34,1,-14.177,1,0.036,0.338,0.0037,0.0633,0.749,117.401,252707
Enjoy the Silence,Depeche Mode,71,The Singles 86-98,1998-09-28,0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,255133
It's No Good,Depeche Mode,58,Ultra (Deluxe),1997-04-14,0.601,0.756,10,-6.48,0,0.0348,0.00848,0.0478,0.0824,0.179,99.078,358520
Beautiful Day,U2,72,All That You Can't Leave Behind,2000-01-01,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,248400
Where The Streets Have No Name - Remastered,U2,65,The Joshua Tree (Super Deluxe),1987-03-03,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506
Domino Dancing,Pet Shop Boys,59,Discography - Complete Singles Collection,1998-03-31,0.645,0.923,9,-9.781,0,0.0441,0.0876,0.00359,0.0303,0.81,109.988,258333
West End Girls - 2001 Remaster,Pet Shop Boys,67,Please,1986-03-24,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,285733
Careless Whisper,George Michael,75,Ladies And Gentlemen... The Best Of George Michael,1998-11-09,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107
Love Is A Battlefield,Pat Benatar,59,Pat Benatar: The Collection,2001-10-15,0.683,0.637,7,-11.906,1,0.049,0.0153,0.0275,0.0945,0.884,90.637,247027
Popular Monster,Falling In Reverse,75,Popular Monster,2019-11-20,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,220537
Grave,Wage War,53,Pressure,2019-08-30,0.491,0.981,7,-3.673,0,0.131,0.0116,0.000971,0.144,0.366,138.015,194787
Inside Out (Radio Edit),Five Finger Death Punch,57,Inside Out (Radio Edit),2019-12-03,0.342,0.988,4,-3.339,0,0.163,0.00357,0.0,0.274,0.228,82.857,253965
Low Life,Crobot,54,Motherbrain,2019-08-23,0.546,0.911,6,-4.801,1,0.062,0.0008,7.73e-05,0.131,0.757,76.008,216515
Infinite,Silverstein,59,Infinite,2020-01-08,0.441,0.868,11,-5.516,0,0.0714,0.000121,2.72e-06,0.145,0.366,162.0,163720
Agree to Disagree,Sleeping With Sirens,57,How It Feels to Be Lost,2019-09-06,0.561,0.935,1,-3.807,1,0.0936,0.011,0.0,0.26,0.625,89.973,182680
Sever,Red,45,Sever,2020-01-17,0.173,0.893,6,-5.53,0,0.163,0.000211,0.0214,0.102,0.36,84.985,242000
MONOMANIA,The Word Alive,54,M0N0MANIA,2020-01-10,0.456,0.93,5,-3.596,1,0.186,0.00491,0.000191,0.159,0.416,148.749,238680
Already Dead,Hollywood Undead,59,Already Dead,2019-10-25,0.359,0.964,1,-4.237,1,0.408,0.000439,0.0,0.131,0.303,159.978,236734
Killing Me Slowly,Bad Wolves,65,Killing Me Slowly,2019-08-23,0.345,0.89,1,-4.175,0,0.0774,0.000725,2.98e-06,0.204,0.276,137.973,237065
Underneath,Code Orange,52,Underneath,2020-01-10,0.37,0.916,1,-1.917,1,0.194,0.00196,3.59e-06,0.118,0.187,172.846,279194
Nero Forte,Slipknot,72,We Are Not Your Kind,2019-08-09,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,315177
Talking Myself In Circles,Four Year Strong,26,Talking Myself In Circles,2020-01-15,0.559,0.926,10,-2.675,1,0.0468,6.63e-05,5.83e-05,0.106,0.72,100.997,221904
Victory,Fire From The Gods,51,American Sun,2019-11-01,0.49,0.973,2,-3.843,1,0.324,0.00732,4.95e-05,0.752,0.389,145.067,206905
Paranoid,I Prevail,2,Breaking Down / Bow Down / Paranoid,2019-03-18,0.558,0.793,1,-6.861,0,0.0374,0.000641,2.93e-05,0.731,0.457,75.999,144547
SAVAGES,Ice Nine Kills,58,The Silver Scream,2018-10-05,0.476,0.99,6,-2.24,1,0.133,0.000361,3.25e-06,0.409,0.406,130.97,177853
The Disease,Anti-Flag,53,The Disease,2020-01-10,0.573,0.927,2,-4.905,1,0.051,8.15e-05,0.0,0.935,0.583,124.944,175467
God's Gonna Cut You Down,Marilyn Manson,67,God's Gonna Cut You Down,2019-10-18,0.504,0.754,8,-5.182,1,0.0424,0.139,0.0,0.126,0.583,82.009,160538
Can You Hear Me,Korn,19,Can You Hear Me / Cold / You'll Never Find Me,2019-09-06,0.567,0.925,2,-4.131,1,0.0446,0.000316,0.0235,0.186,0.457,120.057,172867
Blow Me,The Used,56,Blow Me,2019-12-06,0.385,0.951,10,-3.09,0,0.125,0.000361,7.39e-05,0.455,0.423,89.838,200765
Forgiveness I + II,Billy Talent,56,Forgiveness I + II,2019-11-27,0.33,0.968,4,-3.795,0,0.168,0.0066,4.55e-06,0.363,0.157,133.066,401177
ONE,Rev Theory,35,ONE,2020-01-15,0.398,0.966,4,-2.352,0,0.0453,5.74e-06,0.0,0.303,0.52,90.016,208196
History of Violence,Theory of a Deadman,60,History of Violence,2019-09-25,0.587,0.821,9,-5.041,0,0.0413,0.0536,0.0,0.0932,0.616,81.985,234567
Ludens,Bring Me The Horizon,73,Ludens,2019-11-06,0.295,0.679,1,-6.182,1,0.15,0.000551,5.44e-05,0.165,0.381,197.964,280152
Nowhere To Run,Fozzy,54,Nowhere To Run,2019-08-29,0.399,0.93,7,-4.647,1,0.0435,6.76e-06,0.0927,0.318,0.33,92.804,223683
Soak Me in Bleach,The Amity Affliction,61,Soak Me in Bleach,2020-01-08,0.185,0.91,0,-5.283,1,0.151,0.00014,0.0,0.18,0.188,165.355,225916
Every Second (Eva Under Fire),From Ashes to New,52,Every Second (feat. Eva Under Fire),2019-12-06,0.547,0.938,3,-5.157,1,0.188,0.0112,0.0,0.178,0.185,155.009,214924
The Hunted (feat. Sully Erna),Saint Asonia,58,The Hunted,2019-07-24,0.322,0.95,2,-4.553,0,0.182,1.52e-05,9.61e-06,0.158,0.263,199.958,223357
Native Son,Alter Bridge,32,Walk the Sky,2019-10-18,0.487,0.96,6,-5.319,1,0.106,1.48e-05,0.199,0.0836,0.132,107.053,255642
Obvious,DIAMANTE,36,Obvious,2020-01-17,0.419,0.862,5,-5.542,0,0.0407,0.000112,0.0,0.39,0.448,156.041,222147
The Violence,Asking Alexandria,67,The Violence,2019-07-11,0.646,0.851,8,-4.22,0,0.0662,0.00618,0.0,0.629,0.333,129.918,208396
Far Away,Breaking Benjamin,59,Far Away,2019-12-06,0.536,0.803,1,-2.998,1,0.0285,0.0407,0.0,0.111,0.254,107.973,292281
Battle Drums,Kayzo,48,Battle Drums,2020-01-15,0.524,0.966,10,-2.141,1,0.452,0.0107,0.00327,0.439,0.386,89.896,209333
Fill the Crown,Poppy,56,Fill The Crown,2019-12-10,0.584,0.852,0,-4.958,1,0.0572,0.00429,0.00022,0.118,0.389,112.036,212317
Straight to Hell,Ozzy Osbourne,66,Straight to Hell,2019-11-22,0.436,0.761,8,-2.43,1,0.0506,0.00127,0.00403,0.173,0.282,142.027,225027
All I Had To Lose (feat. Mark Morales),Mark Morton,44,All I Had To Lose (feat. Mark Morales),2020-01-10,0.328,0.232,9,-16.28,0,0.0339,0.419,0.0,0.11,0.412,149.444,195700
FYI,THE HARA,43,FYI,2019-12-13,0.393,0.847,8,-5.96,1,0.0589,0.0336,0.00462,0.312,0.44,90.861,212500
Her Eyes,Fame on Fire,53,Her Eyes,2019-12-05,0.479,0.992,0,-3.323,1,0.0597,0.00192,0.0,0.343,0.362,154.967,195009
Crossfire,Otherwise,46,Defy,2019-11-08,0.428,0.911,11,-5.336,1,0.122,6.35e-05,2.21e-06,0.415,0.312,180.107,220240
Trial By Fire,Saul,48,Trial By Fire,2019-11-15,0.417,0.95,1,-3.478,1,0.145,2.14e-05,0.493,0.305,0.572,192.118,211000
When the Contagion Is You,Jasta,44,When the Contagion Is You,2019-11-06,0.48,0.954,8,-4.003,1,0.102,0.00395,0.0,0.0688,0.184,85.002,273464
Yuve Yuve Yu (feat. From Ashes to New),The HU,56,Yuve Yuve Yu (feat. From Ashes to New),2019-10-04,0.552,0.971,10,-4.756,0,0.0646,0.0101,0.00563,0.164,0.523,132.009,253864
Erase The Pain,Palisades,61,Erase The Pain,2018-12-28,0.466,0.864,3,-5.586,0,0.0976,5.45e-05,0.0,0.234,0.481,138.075,197835
Leave It All Behind,Sleeping With Sirens,62,Leave It All Behind,2019-06-19,0.555,0.925,2,-4.008,0,0.121,0.00402,0.000345,0.122,0.308,97.495,198248
